Reporter Name,Partner Name,Export (US$ Thousand)
Albania,Austria,26.75
Albania,Belgium,95.89
Albania,Bulgaria,16010.17
Albania,Bosnia and Herzegovina,148.56
Albania,Brazil,0
Albania,China,5954.76
Albania,Germany,109.53
Albania,"Egypt, Arab Rep.",0
Albania,Spain,8.79
Albania,Estonia,0
Albania,Finland,0
Albania,France,532.72
Albania,United Kingdom,0
Albania,Greece,48136.71
Albania,Greenland,0
Albania,Croatia,168.4
Albania,Hungary,0
Albania,India,1484.75
Albania,"Iran, Islamic Rep.",0
Albania,Italy,60562.36
Albania,Luxembourg,0
Albania,North Macedonia,8266.51
Albania,Mongolia,0
Albania,Montenegro,12415.72
Albania,Netherlands,7.28
Albania,Pakistan,0
Albania,Poland,18.24
Albania,Portugal,0
Albania,Romania,0
Albania,"Serbia, FR(Serbia/Montenegro)",31208.92
Albania,Slovak Republic,0
Albania,Slovenia,0
Albania,Tunisia,0
Albania,Turkey,488.33
Andorra,Austria,0
Andorra,Belgium,0
Andorra,China,0
Andorra,Germany,0.27
Andorra,Spain,286.16
Andorra,France,0.19
Andorra,Pakistan,0
Andorra,Portugal,0
Angola,Belgium,1.95
Angola,Brazil,770.78
Angola,Canada,0
Angola,Switzerland,0
Angola,China,63508.33
Angola,"Congo, Rep.",160.11
Angola,Costa Rica,0
Angola,Germany,1.02
Angola,Denmark,0
Angola,"Egypt, Arab Rep.",4.12
Angola,Spain,7382.37
Angola,France,4.62
Angola,Gabon,0
Angola,United Kingdom,2.63
Angola,Greece,0
Angola,India,136.34
Angola,"Iran, Islamic Rep.",0
Angola,Israel,0
Angola,Italy,2851.93
Angola,Japan,0
Angola,"Korea, Rep.",0
Angola,Lebanon,0
Angola,Morocco,0
Angola,Namibia,1346.5
Angola,Netherlands,0.09
Angola,Pakistan,0
Angola,Poland,1539.28
Angola,Portugal,2465.73
Angola,Qatar,0
Angola,Russian Federation,3.49
Angola,Saudi Arabia,0
Angola,Singapore,0
Angola,Sao Tome and Principe,2020.8
Angola,Sweden,0
Angola,Tunisia,0
Angola,Turkey,3.01
Angola,United States,32.74
Angola,Vietnam,0.05
Antigua and Barbuda,Canada,0
Antigua and Barbuda,China,0
Antigua and Barbuda,Colombia,0
Antigua and Barbuda,Dominica,0
Antigua and Barbuda,Dominican Republic,0
Antigua and Barbuda,France,0
Antigua and Barbuda,United Kingdom,0
Antigua and Barbuda,Grenada,0
Antigua and Barbuda,India,0
Antigua and Barbuda,Italy,0
Antigua and Barbuda,Jamaica,0
Antigua and Barbuda,Mexico,0
Antigua and Barbuda,Montserrat,0
Antigua and Barbuda,Pakistan,0
Antigua and Barbuda,Panama,0
Antigua and Barbuda,Saint Maarten (Dutch part),0
Antigua and Barbuda,Trinidad and Tobago,0
Antigua and Barbuda,United States,0
Argentina,United Arab Emirates,0
Argentina,Australia,373.05
Argentina,Austria,0
Argentina,Belgium,0
Argentina,Bolivia,294.47
Argentina,Brazil,32073.15
Argentina,Canada,12.83
Argentina,Switzerland,0
Argentina,Chile,46258.83
Argentina,China,22770.12
Argentina,Cyprus,0
Argentina,Czech Republic,0
Argentina,Germany,19.71
Argentina,Denmark,0
Argentina,Algeria,0
Argentina,"Egypt, Arab Rep.",0
Argentina,Spain,411.96
Argentina,Finland,0
Argentina,France,356.61
Argentina,United Kingdom,0
Argentina,Greece,0
Argentina,Croatia,0
Argentina,Hungary,0
Argentina,Indonesia,1167.31
Argentina,India,0
Argentina,Ireland,0
Argentina,Israel,0
Argentina,Italy,327.56
Argentina,Japan,99.93
Argentina,Kazakhstan,0
Argentina,"Korea, Rep.",127799.74
Argentina,Sri Lanka,0
Argentina,Morocco,0
Argentina,Madagascar,0
Argentina,Mexico,194.75
Argentina,Mozambique,0
Argentina,Malaysia,0
Argentina,Netherlands,0
Argentina,Norway,0
Argentina,New Zealand,896.93
Argentina,"Other Asia, nes",0
Argentina,Pakistan,0
Argentina,Peru,511.51
Argentina,Poland,0
Argentina,Portugal,0
Argentina,Paraguay,4857.24
Argentina,Russian Federation,0
Argentina,Saudi Arabia,536.86
Argentina,Sweden,0
Argentina,Tunisia,0
Argentina,Turkey,0
Argentina,Ukraine,0
Argentina,Uruguay,4577.67
Argentina,United States,2159
Argentina,Vietnam,0
Armenia,Australia,0
Armenia,Austria,0
Armenia,Belgium,38713.74
Armenia,Bulgaria,206055.63
Armenia,Belarus,6.29
Armenia,Brazil,0
Armenia,Canada,0.02
Armenia,Chile,9024.62
Armenia,China,357973.18
Armenia,Curaçao,2.87
Armenia,Czech Republic,0
Armenia,Germany,405.21
Armenia,Denmark,105.68
Armenia,"Egypt, Arab Rep.",0
Armenia,Spain,0
Armenia,Finland,0.52
Armenia,France,9.58
Armenia,United Kingdom,0.12
Armenia,Georgia,4072.73
Armenia,Greece,0
Armenia,"Hong Kong, China",49.21
Armenia,Croatia,13.79
Armenia,Indonesia,0
Armenia,India,0
Armenia,"Iran, Islamic Rep.",4823.76
Armenia,Israel,0
Armenia,Italy,0.01
Armenia,"Korea, Rep.",10402.69
Armenia,Netherlands,0.17
Armenia,Pakistan,0
Armenia,Poland,0
Armenia,Russian Federation,48168.71
Armenia,"Serbia, FR(Serbia/Montenegro)",0
Armenia,Slovak Republic,0
Armenia,Slovenia,0
Armenia,Thailand,757.17
Armenia,Turkey,0
Armenia,Ukraine,69.6
Armenia,United States,6.73
Australia,United Arab Emirates,6482.5
Australia,Argentina,561.44
Australia,Austria,32.74
Australia,Belgium,131513.27
Australia,Bangladesh,152.77
Australia,Bosnia and Herzegovina,0
Australia,Brazil,1822.8
Australia,Barbados,0
Australia,Canada,208204.07
Australia,Switzerland,3125.41
Australia,Chile,2909.9
Australia,China,82493032.84
Australia,Christmas Island,29.5
Australia,Cyprus,0
Australia,Czech Republic,0
Australia,Germany,443860.69
Australia,Denmark,0
Australia,Algeria,0
Australia,Ecuador,243.61
Australia,"Egypt, Arab Rep.",12.25
Australia,Spain,172553.3
Australia,Finland,300775.09
Australia,Fiji,175.4
Australia,France,62.38
Australia,Gabon,19.08
Australia,United Kingdom,32656.6
Australia,Ghana,48.31
Australia,Guinea,15.27
Australia,Greece,0
Australia,Guyana,0
Australia,"Hong Kong, China",15772.82
Australia,Honduras,0
Australia,Croatia,0
Australia,Indonesia,674106.06
Australia,India,416337.28
Australia,"Iran, Islamic Rep.",0
Australia,Israel,0
Australia,Italy,7736.75
Australia,Jordan,41.14
Australia,Japan,6564650.65
Australia,Kenya,0
Australia,"Korea, Rep.",7128544.06
Australia,Lao PDR,147.64
Australia,Sri Lanka,0
Australia,Lithuania,0
Australia,Morocco,0
Australia,Mexico,7404.28
Australia,Mali,0
Australia,Myanmar,0
Australia,Mongolia,34.32
Australia,Mauritania,0
Australia,Mauritius,0
Australia,Malawi,0
Australia,Malaysia,224752.63
Australia,Namibia,13.92
Australia,Netherlands,65449.37
Australia,Norway,1.94
Australia,Nauru,47.23
Australia,New Zealand,10138.77
Australia,"Other Asia, nes",1715636.31
Australia,Oman,8346.01
Australia,Pakistan,166.11
Australia,Peru,407.13
Australia,Philippines,325856.04
Australia,Papua New Guinea,4187.02
Australia,Poland,32112.6
Australia,Portugal,0
Australia,Qatar,157.84
Australia,Romania,0
Australia,Saudi Arabia,24430.8
Australia,Senegal,9.19
Australia,"Serbia, FR(Serbia/Montenegro)",0
Australia,Singapore,3835.25
Australia,Solomon Islands,8.04
Australia,Sierra Leone,0
Australia,Suriname,2.13
Australia,Slovenia,162.08
Australia,Sweden,82095.99
Australia,Eswatini,0
Australia,Syrian Arab Republic,0
Australia,Togo,0
Australia,Thailand,43529.25
Australia,East Timor,52.33
Australia,Turkey,12985.85
Australia,Tanzania,82.31
Australia,Uganda,0
Australia,United States,76872.98
Australia,Vietnam,852327.95
Austria,Albania,49.46
Austria,United Arab Emirates,81.47
Austria,Argentina,703.89
Austria,Armenia,7.94
Austria,Australia,368.45
Austria,Azerbaijan,11.23
Austria,Belgium,15919.41
Austria,Bulgaria,688.99
Austria,Bahrain,0.28
Austria,Bosnia and Herzegovina,234.6
Austria,Bolivia,0
Austria,Brazil,5496.09
Austria,Bhutan,0
Austria,Canada,202.89
Austria,Switzerland,45018.41
Austria,Chile,242.97
Austria,China,1774.08
Austria,Cameroon,31.72
Austria,Cuba,0
Austria,Cyprus,226.77
Austria,Czech Republic,25921.49
Austria,Germany,182119.91
Austria,Denmark,2266.66
Austria,Algeria,0.12
Austria,Ecuador,1.79
Austria,"Egypt, Arab Rep.",60.97
Austria,Spain,3105.52
Austria,Estonia,46.64
Austria,Finland,444.11
Austria,France,24063.14
Austria,United Kingdom,10460.06
Austria,Ghana,57.96
Austria,Greece,354.24
Austria,Guatemala,18.47
Austria,Guyana,0
Austria,"Hong Kong, China",11.78
Austria,Croatia,9337.33
Austria,Hungary,29136.87
Austria,Indonesia,31.35
Austria,India,845.21
Austria,Ireland,285.87
Austria,"Iran, Islamic Rep.",53.82
Austria,Iceland,0.61
Austria,Israel,685.8
Austria,Italy,65625.17
Austria,Jamaica,0
Austria,Japan,2680.69
Austria,"Korea, Rep.",1241.47
Austria,Lebanon,94.49
Austria,Sri Lanka,0.05
Austria,Lithuania,254.3
Austria,Luxembourg,189.78
Austria,Morocco,70.58
Austria,Madagascar,0
Austria,Mexico,1125.47
Austria,North Macedonia,515.72
Austria,Mongolia,12.28
Austria,Mozambique,0
Austria,Mauritania,0
Austria,Malaysia,41.19
Austria,Namibia,0
Austria,Niger,0
Austria,Nigeria,16.28
Austria,Netherlands,4749.86
Austria,Norway,354.83
Austria,Nepal,30.94
Austria,New Zealand,72.63
Austria,"Other Asia, nes",1935.94
Austria,Oman,56.52
Austria,Pakistan,355.8
Austria,Panama,0.06
Austria,Peru,45.82
Austria,Philippines,134.2
Austria,Poland,21665.78
Austria,Portugal,183.97
Austria,French Polynesia,0
Austria,Romania,8560.68
Austria,Russian Federation,764.35
Austria,Rwanda,0.07
Austria,Saudi Arabia,1291.16
Austria,Senegal,0.29
Austria,"Serbia, FR(Serbia/Montenegro)",2164.64
Austria,Singapore,58.95
Austria,Sierra Leone,0
Austria,Slovak Republic,23299.83
Austria,Slovenia,37034.28
Austria,Sweden,1028.82
Austria,Eswatini,0
Austria,Togo,0
Austria,Thailand,515.67
Austria,Tunisia,721.58
Austria,Turkey,2883.92
Austria,Tanzania,0
Austria,Uganda,16.76
Austria,Ukraine,1575
Austria,United States,2160.94
Austria,Vietnam,7.32
Azerbaijan,Afghanistan,0
Azerbaijan,Australia,0
Azerbaijan,Austria,0
Azerbaijan,Belgium,21.15
Azerbaijan,Bulgaria,0
Azerbaijan,Belarus,932.86
Azerbaijan,Brazil,0
Azerbaijan,Canada,0.28
Azerbaijan,Switzerland,6416.23
Azerbaijan,China,0
Azerbaijan,Germany,43.63
Azerbaijan,"Egypt, Arab Rep.",0
Azerbaijan,Spain,0
Azerbaijan,Finland,0
Azerbaijan,France,0
Azerbaijan,United Kingdom,0.98
Azerbaijan,Georgia,43519.97
Azerbaijan,Greece,0
Azerbaijan,Croatia,0
Azerbaijan,Hungary,0
Azerbaijan,India,0
Azerbaijan,"Iran, Islamic Rep.",9.29
Azerbaijan,Italy,0
Azerbaijan,Kazakhstan,0.44
Azerbaijan,"Korea, Rep.",0
Azerbaijan,Luxembourg,0
Azerbaijan,Morocco,0
Azerbaijan,Mexico,0
Azerbaijan,Mongolia,0
Azerbaijan,Netherlands,0
Azerbaijan,Norway,0
Azerbaijan,New Zealand,0
Azerbaijan,Pakistan,0
Azerbaijan,Poland,649.43
Azerbaijan,Portugal,0
Azerbaijan,Russian Federation,11662.68
Azerbaijan,Saudi Arabia,0
Azerbaijan,Singapore,0
Azerbaijan,Slovak Republic,0
Azerbaijan,Slovenia,0
Azerbaijan,Sweden,0
Azerbaijan,Tajikistan,0
Azerbaijan,Turkey,1649.56
Azerbaijan,Ukraine,11.37
Azerbaijan,United States,0
Azerbaijan,Uzbekistan,18736.16
Azerbaijan,Vietnam,0
"Bahamas, The",Austria,0
"Bahamas, The",Brazil,0
"Bahamas, The",Canada,0
"Bahamas, The",China,0
"Bahamas, The",Costa Rica,0
"Bahamas, The",Curaçao,0
"Bahamas, The",Germany,0
"Bahamas, The",Dominican Republic,0
"Bahamas, The","Egypt, Arab Rep.",0
"Bahamas, The",Spain,0
"Bahamas, The",France,0
"Bahamas, The",United Kingdom,0
"Bahamas, The",Greece,0
"Bahamas, The",Guatemala,0
"Bahamas, The","Hong Kong, China",0
"Bahamas, The",Honduras,0
"Bahamas, The",Haiti,0
"Bahamas, The",India,0
"Bahamas, The",Italy,0
"Bahamas, The",Jamaica,0
"Bahamas, The",Japan,0
"Bahamas, The",Mexico,0
"Bahamas, The",Nigeria,0
"Bahamas, The",Netherlands,0
"Bahamas, The",Norway,0
"Bahamas, The",Panama,0
"Bahamas, The",Portugal,0
"Bahamas, The",Sweden,0
"Bahamas, The",Turkey,0
"Bahamas, The",United States,20892.38
Bahrain,Australia,58.08
Bahrain,Austria,0.01
Bahrain,Belgium,0
Bahrain,"Bahamas, The",0
Bahrain,Brazil,0
Bahrain,Canada,0.02
Bahrain,Switzerland,0
Bahrain,Chile,0
Bahrain,China,12390.33
Bahrain,Cyprus,0
Bahrain,Germany,4.41
Bahrain,Denmark,0
Bahrain,"Egypt, Arab Rep.",231750.58
Bahrain,Spain,0
Bahrain,France,0
Bahrain,Free Zones,0
Bahrain,United Kingdom,2600.56
Bahrain,Greece,0
Bahrain,"Hong Kong, China",180.04
Bahrain,Indonesia,13.53
Bahrain,India,2355.16
Bahrain,Ireland,0
Bahrain,"Iran, Islamic Rep.",0
Bahrain,Israel,0
Bahrain,Italy,0
Bahrain,Jordan,23.72
Bahrain,Japan,0
Bahrain,"Korea, Rep.",35761.4
Bahrain,Kuwait,50.77
Bahrain,Morocco,0
Bahrain,Netherlands,0
Bahrain,New Zealand,0
Bahrain,"Other Asia, nes",0
Bahrain,Oman,443064.27
Bahrain,Pakistan,4.3
Bahrain,Philippines,0
Bahrain,Poland,0
Bahrain,Portugal,0
Bahrain,Saudi Arabia,693712.35
Bahrain,Senegal,0
Bahrain,Slovak Republic,0
Bahrain,Sweden,0
Bahrain,Syrian Arab Republic,0
Bahrain,Thailand,0
Bahrain,Turkey,0
Bahrain,Uganda,0
Bahrain,Ukraine,0
Bahrain,United States,0
Barbados,United Arab Emirates,0
Barbados,Belgium,0
Barbados,Canada,0
Barbados,China,0
Barbados,Germany,0
Barbados,Dominican Republic,0
Barbados,"Egypt, Arab Rep.",0
Barbados,Spain,0
Barbados,United Kingdom,0
Barbados,Guatemala,0
Barbados,Guyana,10596.4
Barbados,"Hong Kong, China",0
Barbados,Italy,0
Barbados,Jamaica,8.2
Barbados,St. Lucia,1085.77
Barbados,Mauritius,0
Barbados,Netherlands,0
Barbados,Panama,0
Barbados,Peru,0
Barbados,Saint Maarten (Dutch part),0
Barbados,Trinidad and Tobago,0
Barbados,Turkey,0
Barbados,United States,0
Belarus,Armenia,0
Belarus,Australia,0
Belarus,Austria,0
Belarus,Azerbaijan,11.1
Belarus,Belgium,0
Belarus,Bulgaria,0
Belarus,Brazil,0
Belarus,Canada,0
Belarus,China,1.6
Belarus,Czech Republic,0
Belarus,Germany,100.1
Belarus,Denmark,0
Belarus,Ecuador,0
Belarus,Spain,0
Belarus,Estonia,39.2
Belarus,Finland,53.7
Belarus,France,0
Belarus,United Kingdom,0
Belarus,Georgia,0
Belarus,Greece,0
Belarus,Croatia,0
Belarus,Hungary,0
Belarus,Indonesia,0
Belarus,India,0
Belarus,"Iran, Islamic Rep.",0
Belarus,Israel,0
Belarus,Italy,0
Belarus,Japan,0
Belarus,Kazakhstan,759.1
Belarus,Lithuania,22008.6
Belarus,Latvia,7957.5
Belarus,Morocco,0
Belarus,Moldova,497.7
Belarus,Mexico,0
Belarus,Montenegro,0
Belarus,Netherlands,0
Belarus,Norway,0
Belarus,"Other Asia, nes",0
Belarus,Pakistan,0
Belarus,Philippines,0
Belarus,Poland,33118
Belarus,Portugal,0
Belarus,Romania,0
Belarus,Russian Federation,103872.7
Belarus,Senegal,0
Belarus,"Serbia, FR(Serbia/Montenegro)",0
Belarus,San Marino,0
Belarus,Slovak Republic,0
Belarus,Slovenia,0
Belarus,Sweden,0
Belarus,Thailand,0
Belarus,Turkey,0
Belarus,Ukraine,16697.3
Belarus,United States,0
Belarus,Uzbekistan,1
Belgium,Aruba,0
Belgium,Angola,180.37
Belgium,Albania,0.57
Belgium,United Arab Emirates,1934.73
Belgium,Argentina,217.34
Belgium,Armenia,2.27
Belgium,Australia,8476.41
Belgium,Austria,20886.94
Belgium,Azerbaijan,38.83
Belgium,Bonaire,8.13
Belgium,Bangladesh,31.32
Belgium,Bulgaria,71.76
Belgium,Bahrain,25.33
Belgium,Bosnia and Herzegovina,69.06
Belgium,Belarus,322.69
Belgium,Bolivia,0
Belgium,Brazil,487.64
Belgium,Botswana,0.75
Belgium,Canada,14474.23
Belgium,Switzerland,6426.67
Belgium,Chile,1482.93
Belgium,China,10226.66
Belgium,Cote d'Ivoire,236.07
Belgium,Cameroon,46.13
Belgium,Colombia,305.6
Belgium,Costa Rica,62.18
Belgium,Czech Republic,3750.35
Belgium,Germany,162791.65
Belgium,Denmark,5101.87
Belgium,Dominican Republic,15.25
Belgium,Algeria,290.29
Belgium,Ecuador,85.96
Belgium,"Egypt, Arab Rep.",661.17
Belgium,Spain,64786.23
Belgium,Finland,16650.03
Belgium,France,399833.81
Belgium,Gabon,217.28
Belgium,United Kingdom,65793.97
Belgium,Georgia,9.7
Belgium,Ghana,938.55
Belgium,Guinea,48.22
Belgium,Greece,1090.64
Belgium,Guatemala,56.83
Belgium,"Hong Kong, China",363.51
Belgium,Honduras,4.23
Belgium,Croatia,202.62
Belgium,Hungary,2209.32
Belgium,Indonesia,552.68
Belgium,India,3258.49
Belgium,Ireland,3735.01
Belgium,"Iran, Islamic Rep.",3.96
Belgium,Iraq,22.11
Belgium,Iceland,48.3
Belgium,Israel,5678.87
Belgium,Italy,29389.83
Belgium,Japan,2939.82
Belgium,Kazakhstan,1.64
Belgium,Kenya,118.16
Belgium,Cambodia,0
Belgium,"Korea, Rep.",2894.2
Belgium,Lao PDR,0
Belgium,Lebanon,187.58
Belgium,Liberia,0
Belgium,St. Lucia,0
Belgium,Sri Lanka,158.01
Belgium,Lithuania,1973
Belgium,Luxembourg,38046.28
Belgium,Latvia,336.12
Belgium,Morocco,2803.59
Belgium,Madagascar,12.11
Belgium,Mexico,342.59
Belgium,North Macedonia,6.08
Belgium,Malta,58.69
Belgium,Mongolia,0
Belgium,Montenegro,1.81
Belgium,Mozambique,0.02
Belgium,Mauritania,10.64
Belgium,Malaysia,6445.45
Belgium,Nigeria,110.02
Belgium,Netherlands,437374.52
Belgium,Norway,11150.35
Belgium,New Zealand,1425.76
Belgium,"Other Asia, nes",3973.15
Belgium,Oman,15.2
Belgium,Pakistan,358.73
Belgium,Panama,77.23
Belgium,Peru,342.16
Belgium,Philippines,105.04
Belgium,Poland,10355.27
Belgium,Portugal,1903.59
Belgium,Qatar,672.82
Belgium,Romania,894.41
Belgium,Russian Federation,1650.65
Belgium,Saudi Arabia,8101.82
Belgium,Senegal,77.13
Belgium,"Serbia, FR(Serbia/Montenegro)",848.08
Belgium,Singapore,465372.41
Belgium,Sierra Leone,0.04
Belgium,Suriname,106.96
Belgium,Slovak Republic,418.82
Belgium,Slovenia,2433.73
Belgium,Sweden,10010.14
Belgium,Togo,24.29
Belgium,Thailand,1190.62
Belgium,Trinidad and Tobago,71.38
Belgium,Tunisia,168.5
Belgium,Turkey,8066.78
Belgium,Uganda,3.03
Belgium,Ukraine,405.37
Belgium,Uruguay,10.32
Belgium,United States,24169.83
Belgium,Vietnam,6848.61
Belize,Canada,0
Belize,China,0
Belize,Dominican Republic,0
Belize,United Kingdom,0
Belize,Guatemala,0
Belize,"Hong Kong, China",0
Belize,Honduras,0
Belize,India,0
Belize,Mexico,0
Belize,"Other Asia, nes",0
Belize,Pakistan,0
Belize,Panama,0
Belize,Uruguay,0
Belize,United States,0.27
Benin,Belgium,0
Benin,Switzerland,0
Benin,China,7.81
Benin,Germany,4.59
Benin,Algeria,0
Benin,"Egypt, Arab Rep.",0
Benin,Spain,0
Benin,France,3.15
Benin,United Kingdom,0
Benin,Ghana,0
Benin,India,0
Benin,Italy,0
Benin,Japan,0
Benin,Lebanon,0
Benin,Morocco,0.08
Benin,Nigeria,0.12
Benin,Netherlands,0
Benin,Portugal,0
Benin,Saudi Arabia,0
Benin,Senegal,0
Benin,Togo,1501.35
Benin,Tunisia,0
Benin,Turkey,0
Benin,United States,0
Bermuda,Canada,0
Bermuda,China,0.06
Bermuda,Ecuador,0
Bermuda,United Kingdom,0.32
Bermuda,Ghana,0
Bermuda,Italy,0
Bermuda,Jamaica,0
Bermuda,Japan,0
Bermuda,Mexico,0
Bermuda,Netherlands,0
Bermuda,Turks and Caicos Isl.,0
Bermuda,Turkey,0
Bermuda,United States,0.04
Bolivia,Argentina,11670.51
Bolivia,Australia,184452.53
Bolivia,Austria,6989.08
Bolivia,Belgium,228730.42
Bolivia,Brazil,45139.65
Bolivia,Canada,69946.81
Bolivia,Switzerland,0
Bolivia,Chile,15795.96
Bolivia,China,625406.9
Bolivia,Colombia,1418.51
Bolivia,Czech Republic,0
Bolivia,Germany,38.1
Bolivia,Denmark,0
Bolivia,Ecuador,230.02
Bolivia,"Egypt, Arab Rep.",0
Bolivia,Spain,129590.91
Bolivia,Estonia,0
Bolivia,Finland,24936.7
Bolivia,France,0.05
Bolivia,United Kingdom,3801.43
Bolivia,Georgia,0
Bolivia,"Hong Kong, China",0
Bolivia,India,917.06
Bolivia,Israel,0
Bolivia,Italy,213.57
Bolivia,Japan,940871.82
Bolivia,"Korea, Rep.",534481.4
Bolivia,Mexico,912.88
Bolivia,New Zealand,197.62
Bolivia,"Other Asia, nes",27.2
Bolivia,Peru,48807.41
Bolivia,Poland,0
Bolivia,Paraguay,2188.91
Bolivia,Saudi Arabia,0
Bolivia,El Salvador,117.2
Bolivia,Turkey,0
Bolivia,United States,20708.95
Bolivia,Venezuela,0
Bolivia,Vietnam,2115.56
Bosnia and Herzegovina,Albania,137.61
Bosnia and Herzegovina,Australia,2.64
Bosnia and Herzegovina,Austria,189.24
Bosnia and Herzegovina,Belgium,0.1
Bosnia and Herzegovina,Bulgaria,1286.54
Bosnia and Herzegovina,Belarus,0
Bosnia and Herzegovina,Brazil,0
Bosnia and Herzegovina,Canada,1.79
Bosnia and Herzegovina,Switzerland,197.15
Bosnia and Herzegovina,China,513.2
Bosnia and Herzegovina,Czech Republic,322.67
Bosnia and Herzegovina,Germany,4262.53
Bosnia and Herzegovina,Denmark,2.25
Bosnia and Herzegovina,"Egypt, Arab Rep.",0
Bosnia and Herzegovina,Spain,13.58
Bosnia and Herzegovina,Finland,0
Bosnia and Herzegovina,France,0.1
Bosnia and Herzegovina,United Kingdom,3.96
Bosnia and Herzegovina,Georgia,0
Bosnia and Herzegovina,Guinea,0
Bosnia and Herzegovina,Greece,0
Bosnia and Herzegovina,"Hong Kong, China",0
Bosnia and Herzegovina,Croatia,54003.86
Bosnia and Herzegovina,Hungary,7214.64
Bosnia and Herzegovina,India,0.16
Bosnia and Herzegovina,"Iran, Islamic Rep.",0
Bosnia and Herzegovina,Israel,0
Bosnia and Herzegovina,Italy,748.56
Bosnia and Herzegovina,Japan,0
Bosnia and Herzegovina,Sri Lanka,0
Bosnia and Herzegovina,Latvia,0
Bosnia and Herzegovina,Morocco,0
Bosnia and Herzegovina,Mexico,0
Bosnia and Herzegovina,North Macedonia,916.59
Bosnia and Herzegovina,Montenegro,17533.22
Bosnia and Herzegovina,Netherlands,3.76
Bosnia and Herzegovina,Norway,2.29
Bosnia and Herzegovina,"Other Asia, nes",0
Bosnia and Herzegovina,Pakistan,0
Bosnia and Herzegovina,Poland,16574.75
Bosnia and Herzegovina,Romania,877.14
Bosnia and Herzegovina,Russian Federation,7.91
Bosnia and Herzegovina,Saudi Arabia,0
Bosnia and Herzegovina,"Serbia, FR(Serbia/Montenegro)",16773.06
Bosnia and Herzegovina,Slovak Republic,2083.13
Bosnia and Herzegovina,Slovenia,2884.44
Bosnia and Herzegovina,Sweden,32.55
Bosnia and Herzegovina,Tunisia,0
Bosnia and Herzegovina,Turkey,1.29
Bosnia and Herzegovina,Ukraine,0
Bosnia and Herzegovina,United States,61.97
Bosnia and Herzegovina,Vietnam,0
Botswana,Canada,0.04
Botswana,Switzerland,966.72
Botswana,China,258305.18
Botswana,Germany,0.02
Botswana,United Kingdom,621.64
Botswana,"Hong Kong, China",0
Botswana,India,0
Botswana,Namibia,352.52
Botswana,Nigeria,0
Botswana,Pakistan,0
Botswana,South Georgia and the South Sa,0
Botswana,Tanzania,1126.58
Botswana,Uganda,0
Botswana,United States,0.12
Brazil,Afghanistan,0
Brazil,Angola,113.3
Brazil,United Arab Emirates,80461.87
Brazil,Argentina,558332.19
Brazil,Australia,424.96
Brazil,Austria,10835.05
Brazil,Belgium,391744.96
Brazil,Bahrain,1326379.96
Brazil,Bolivia,3525.43
Brazil,Barbados,16.09
Brazil,Canada,196306.8
Brazil,Switzerland,422.87
Brazil,Chile,24488.88
Brazil,China,19288491.15
Brazil,Colombia,9099.46
Brazil,Costa Rica,146.9
Brazil,Cuba,0
Brazil,Czech Republic,635.58
Brazil,Germany,864726.78
Brazil,Denmark,1224.79
Brazil,Algeria,113069.82
Brazil,Ecuador,907.28
Brazil,"Egypt, Arab Rep.",343143.36
Brazil,Spain,289669.39
Brazil,Finland,404011.54
Brazil,France,328071
Brazil,United Kingdom,43963.61
Brazil,Georgia,51.37
Brazil,Greece,18515.25
Brazil,Guyana,1772.97
Brazil,"Hong Kong, China",883.68
Brazil,Indonesia,21087.63
Brazil,India,242770.46
Brazil,"Iran, Islamic Rep.",0.01
Brazil,Israel,5.84
Brazil,Italy,429093.53
Brazil,Jordan,106.77
Brazil,Japan,1145878.14
Brazil,Kazakhstan,2.53
Brazil,"Korea, Rep.",865934
Brazil,Kuwait,0
Brazil,Morocco,5.95
Brazil,Madagascar,0
Brazil,Mexico,229358.81
Brazil,Mozambique,0.8
Brazil,Malaysia,1631214.07
Brazil,Nigeria,19343.11
Brazil,Netherlands,699748.44
Brazil,Norway,30.92
Brazil,New Zealand,91.42
Brazil,Oman,831924.48
Brazil,Pakistan,397.97
Brazil,Peru,2299.7
Brazil,Philippines,445292.01
Brazil,Poland,410786.07
Brazil,Portugal,1447.84
Brazil,Paraguay,39205.6
Brazil,Qatar,94584.01
Brazil,Russian Federation,350.93
Brazil,Saudi Arabia,46826.65
Brazil,Senegal,0
Brazil,"Serbia, FR(Serbia/Montenegro)",0
Brazil,Singapore,4057.99
Brazil,Sierra Leone,0.01
Brazil,Slovak Republic,0
Brazil,Slovenia,29146.26
Brazil,Sweden,345949.12
Brazil,Syrian Arab Republic,93.54
Brazil,Thailand,29099.26
Brazil,Turkmenistan,0
Brazil,Turkey,360899.34
Brazil,Ukraine,2818.06
Brazil,Uruguay,28487
Brazil,United States,572834.87
Brazil,Uzbekistan,0
Brazil,Venezuela,424.92
Brazil,Vietnam,106395.83
Brunei,United Arab Emirates,0
Brunei,Australia,0
Brunei,Belgium,0
Brunei,China,0
Brunei,Germany,0
Brunei,Denmark,0
Brunei,Spain,0
Brunei,France,0
Brunei,United Kingdom,0.06
Brunei,"Hong Kong, China",0
Brunei,Indonesia,12821.42
Brunei,India,0.12
Brunei,Italy,4.47
Brunei,Japan,0.02
Brunei,"Korea, Rep.",0
Brunei,Maldives,0
Brunei,Malawi,0
Brunei,Malaysia,139.53
Brunei,"Other Asia, nes",319.34
Brunei,Pakistan,0
Brunei,Saudi Arabia,0
